WORD,MPQA,TYPE,LEN,POS,STEM,P,PP,MP
self-interested,-1.0,strongsubj,1,anypos,n,,negative,
self-respect,1.0,strongsubj,1,noun,n,,positive,
self-satisfaction,1.0,strongsubj,1,adj,n,,positive,
self-satisfaction,1.0,strongsubj,1,noun,n,,positive,
self-serving,-1.0,strongsubj,1,adj,n,,negative,
self-serving,-1.0,strongsubj,1,noun,n,,negative,
self-sufficiency,1.0,weaksubj,1,adj,n,,positive,
self-sufficiency,1.0,weaksubj,1,noun,n,,positive,
self-sufficient,1.0,weaksubj,1,adj,n,,positive,
selfinterested,-1.0,strongsubj,1,anypos,n,,negative,
selfish,-1.0,strongsubj,1,anypos,n,,negative,
selfishly,-1.0,strongsubj,1,anypos,n,,negative,
selfishness,-1.0,strongsubj,1,noun,n,,negative,
semblance,1.0,weaksubj,1,noun,n,,positive,
senile,-1.0,strongsubj,1,adj,n,,negative,
sensation,1.0,strongsubj,1,adj,n,,positive,
sensation,1.0,strongsubj,1,noun,n,,positive,
sensational,1.0,strongsubj,1,anypos,n,,positive,
sensationalize,-1.0,strongsubj,1,anypos,y,,negative,
sensationally,1.0,strongsubj,1,anypos,n,,positive,
sensations,1.0,strongsubj,1,adj,n,,positive,
sensations,1.0,strongsubj,1,noun,n,,positive,
sense,1.0,weaksubj,1,adj,n,,positive,
sense,1.0,weaksubj,1,verb,y,,positive,
sense,1.0,weaksubj,1,noun,n,,positive,
senseless,-1.0,strongsubj,1,adj,n,,negative,
senselessly,-1.0,strongsubj,1,anypos,n,,negative,
sensible,1.0,strongsubj,1,anypos,n,,positive,
sensibly,1.0,strongsubj,1,anypos,n,,positive,
sensitive,1.0,weaksubj,1,adj,n,,positive,
sensitive,1.0,weaksubj,1,noun,n,,positive,
sensitively,1.0,strongsubj,1,anypos,y,,positive,
sensitivity,1.0,strongsubj,1,adj,n,,positive,
sensitivity,1.0,strongsubj,1,noun,n,,positive,
sentiment,1.0,strongsubj,1,adj,n,,positive,
sentiment,1.0,strongsubj,1,noun,n,,positive,
sentimentality,1.0,strongsubj,1,anypos,y,,positive,
sentimentally,1.0,strongsubj,1,anypos,y,,positive,
sentiments,1.0,strongsubj,1,anypos,n,,positive,
serene,1.0,strongsubj,1,adj,n,,positive,
serenity,1.0,strongsubj,1,noun,n,,positive,
serious,-1.0,strongsubj,1,anypos,n,,negative,
seriously,-1.0,strongsubj,1,anypos,n,,negative,
seriousness,-1.0,strongsubj,1,noun,n,,negative,
sermonize,-1.0,strongsubj,1,verb,y,,negative,
servitude,-1.0,strongsubj,1,noun,n,,negative,
settle,1.0,weaksubj,1,adj,n,,positive,
set-up,-1.0,strongsubj,1,adj,n,,negative,
set-up,-1.0,strongsubj,1,noun,n,,negative,
sever,-1.0,weaksubj,1,adj,n,,negative,
severe,-1.0,weaksubj,1,adj,n,,negative,
severe,-1.0,strongsubj,1,anypos,n,,negative,
severely,-1.0,strongsubj,1,anypos,n,,negative,
severity,-1.0,strongsubj,1,noun,n,,negative,
sexy,1.0,strongsubj,1,adj,n,,positive,
shabby,-1.0,strongsubj,1,adj,n,,negative,
shadow,-1.0,strongsubj,1,verb,y,,negative,
shadowy,-1.0,weaksubj,1,adj,n,,negative,
shady,-1.0,strongsubj,1,adj,n,,negative,
shake,-1.0,weaksubj,1,verb,y,,negative,
shaky,-1.0,weaksubj,1,adj,n,,negative,
shallow,-1.0,weaksubj,1,adj,n,,negative,
sham,-1.0,strongsubj,1,adj,n,,negative,
shambles,-1.0,strongsubj,1,adj,n,,negative,
shame,-1.0,strongsubj,1,noun,n,,negative,
shame,-1.0,strongsubj,1,verb,y,,negative,
shameful,-1.0,strongsubj,1,adj,n,,negative,
shameful,-1.0,strongsubj,1,noun,n,,negative,
shamefully,-1.0,strongsubj,1,anypos,n,,negative,
shamefully,-1.0,strongsubj,1,noun,n,,negative,
shamefulness,-1.0,strongsubj,1,noun,n,,negative,
shameless,-1.0,strongsubj,1,adj,n,,negative,
shamelessly,-1.0,strongsubj,1,anypos,n,,negative,
shamelessness,-1.0,strongsubj,1,noun,n,,negative,
shark,-1.0,strongsubj,1,noun,n,,negative,
sharp,-1.0,weaksubj,1,adj,n,,negative,
sharply,-1.0,weaksubj,1,adverb,n,,negative,
shatter,-1.0,strongsubj,1,verb,y,,negative,
sheer,-1.0,strongsubj,1,adj,n,,negative,
shelter,1.0,weaksubj,1,noun,n,,positive,
shelter,1.0,weaksubj,1,verb,y,,positive,
shield,1.0,weaksubj,1,verb,y,,positive,
shimmer,1.0,strongsubj,1,anypos,y,,positive,
shimmering,1.0,strongsubj,1,anypos,y,,positive,
shimmeringly,1.0,strongsubj,1,anypos,n,,positive,
shine,1.0,weaksubj,1,anypos,y,,positive,
shiny,1.0,weaksubj,1,adj,n,,positive,
shiny,1.0,strongsubj,1,anypos,n,,positive,
shirk,-1.0,strongsubj,1,verb,y,,negative,
shirker,-1.0,strongsubj,1,anypos,n,,negative,
shipwreck,-1.0,weaksubj,1,noun,n,,negative,
shiver,-1.0,strongsubj,1,verb,y,,negative,
shock,-1.0,strongsubj,1,adj,n,,negative,
shock,-1.0,strongsubj,1,noun,n,,negative,
shock,-1.0,strongsubj,1,verb,y,,negative,
shocking,-1.0,strongsubj,1,adj,n,,negative,
shockingly,-1.0,strongsubj,1,anypos,n,,negative,
shoddy,-1.0,strongsubj,1,adj,n,,negative,
short-lived,-1.0,weaksubj,1,adj,n,,negative,
shortage,-1.0,weaksubj,1,noun,n,,negative,
shortchange,-1.0,strongsubj,1,verb,y,,negative,
shortcoming,-1.0,strongsubj,1,noun,n,,negative,
shortcomings,-1.0,strongsubj,1,noun,n,,negative,
shortsighted,-1.0,strongsubj,1,anypos,n,,negative,
shortsightedness,-1.0,strongsubj,1,anypos,n,,negative,
should,0.0,weaksubj,1,anypos,y,,neutral,
show,0.0,weaksubj,1,anypos,y,,neutral,
showdown,-1.0,weaksubj,1,adj,n,,negative,
showdown,-1.0,weaksubj,1,noun,n,,negative,
shred,-1.0,weaksubj,1,noun,n,,negative,
shred,-1.0,weaksubj,1,verb,y,,negative,
shrew,-1.0,strongsubj,1,noun,n,,negative,
shrewd,1.0,strongsubj,1,adj,n,,positive,
shrewdly,1.0,strongsubj,1,adverb,n,,positive,
shrewdness,1.0,strongsubj,1,noun,n,,positive,
shriek,-1.0,strongsubj,1,verb,y,,negative,
shrill,-1.0,strongsubj,1,adj,n,,negative,
shrill,-1.0,strongsubj,1,noun,n,,negative,
shrilly,-1.0,strongsubj,1,anypos,n,,negative,
shrivel,-1.0,strongsubj,1,verb,y,,negative,
shroud,-1.0,strongsubj,1,verb,y,,negative,
shrouded,-1.0,strongsubj,1,verb,n,,negative,
shrug,-1.0,weaksubj,1,noun,n,,negative,
shrug,-1.0,weaksubj,1,verb,y,,negative,
shun,-1.0,strongsubj,1,verb,y,,negative,
shunned,-1.0,strongsubj,1,adj,n,,negative,
shy,-1.0,strongsubj,1,adj,n,,negative,
shyly,-1.0,strongsubj,1,adverb,n,,negative,
shyness,-1.0,strongsubj,1,noun,n,,negative,
sick,-1.0,weaksubj,1,adj,n,,negative,
sicken,-1.0,weaksubj,1,verb,y,,negative,
sickly,-1.0,strongsubj,1,adverb,n,,negative,
sickening,-1.0,strongsubj,1,adj,n,,negative,
sickening,-1.0,strongsubj,1,anypos,n,,negative,
sickeningly,-1.0,strongsubj,1,anypos,n,,negative,
sickness,-1.0,weaksubj,1,noun,n,,negative,
sidetrack,-1.0,strongsubj,1,verb,y,,negative,
sidetracked,-1.0,strongsubj,1,adj,n,,negative,
siege,-1.0,weaksubj,1,noun,n,,negative,
signals,0.0,weaksubj,1,adj,n,,neutral,
signals,0.0,weaksubj,1,noun,n,,neutral,
significant,1.0,weaksubj,1,adj,n,,positive,
significance,1.0,weaksubj,1,noun,n,,positive,
signify,1.0,weaksubj,1,verb,y,,positive,
sillily,-1.0,strongsubj,1,anypos,n,,negative,
silly,-1.0,strongsubj,1,anypos,n,,negative,
simmer,-1.0,strongsubj,1,verb,y,,negative,
simple,1.0,weaksubj,1,adj,n,,positive,
simplicity,1.0,strongsubj,1,noun,n,,positive,
simplified,1.0,weaksubj,1,adj,n,,positive,
simplify,1.0,weaksubj,1,verb,y,,positive,
simplistic,-1.0,strongsubj,1,adj,n,,negative,
simplistic,-1.0,strongsubj,1,noun,n,,negative,
simplistically,-1.0,strongsubj,1,anypos,n,,negative,
simply,0.0,weaksubj,1,anypos,y,,neutral,
sin,-1.0,strongsubj,1,adj,n,,negative,
sin,-1.0,strongsubj,1,noun,n,,negative,
sinful,-1.0,strongsubj,1,adj,n,,negative,
sinfully,-1.0,strongsubj,1,adverb,n,,negative,
sincere,1.0,strongsubj,1,adj,n,,positive,
sincerely,1.0,strongsubj,1,anypos,n,,positive,
sincerity,1.0,weaksubj,1,adj,n,,positive,
sincerity,1.0,weaksubj,1,noun,n,,positive,
sinister,-1.0,strongsubj,1,adj,n,,negative,
sinisterly,-1.0,strongsubj,1,anypos,n,,negative,
sinking,-1.0,weaksubj,1,adj,n,,negative,
sinking,-1.0,weaksubj,1,noun,n,,negative,
skeletons,-1.0,strongsubj,1,adj,n,,negative,
skeletons,-1.0,strongsubj,1,noun,n,,negative,
skeptical,-1.0,strongsubj,1,adj,n,,negative,
skeptical,-1.0,strongsubj,1,noun,n,,negative,
skeptically,-1.0,strongsubj,1,anypos,n,,negative,
skepticism,-1.0,strongsubj,1,adj,n,,negative,
skepticism,-1.0,strongsubj,1,noun,n,,negative,
sketchy,-1.0,weaksubj,1,adj,n,,negative,
skill,1.0,weaksubj,1,noun,n,,positive,
skilled,1.0,weaksubj,1,adj,n,,positive,
skillful,1.0,strongsubj,1,adj,n,,positive,
skillful,1.0,strongsubj,1,noun,n,,positive,
skillfully,1.0,strongsubj,1,adverb,n,,positive,
skimpy,-1.0,weaksubj,1,adj,n,,negative,
skittish,-1.0,strongsubj,1,adj,n,,negative,
skittish,-1.0,strongsubj,1,anypos,y,,negative,
skittishly,-1.0,strongsubj,1,anypos,n,,negative,
skulk,-1.0,strongsubj,1,verb,y,,negative,
skyrocketing,-1.0,weaksubj,1,adj,n,,negative,
slack,-1.0,weaksubj,1,adj,n,,negative,
slander,-1.0,strongsubj,1,noun,n,,negative,
slander,-1.0,strongsubj,1,verb,y,,negative,
slanderer,-1.0,strongsubj,1,noun,n,,negative,
slanderous,-1.0,strongsubj,1,adj,n,,negative,
slanderously,-1.0,strongsubj,1,anypos,n,,negative,
slanders,-1.0,strongsubj,1,adj,n,,negative,
slanders,-1.0,strongsubj,1,noun,n,,negative,
slap,-1.0,strongsubj,1,verb,y,,negative,
slashing,-1.0,strongsubj,1,adj,n,,negative,
slashing,-1.0,strongsubj,1,noun,n,,negative,
slaughter,-1.0,weaksubj,1,adj,n,,negative,
slaughter,-1.0,weaksubj,1,noun,n,,negative,
slaughter,-1.0,weaksubj,1,verb,y,,negative,
slaughtered,-1.0,weaksubj,1,adj,n,,negative,
slaves,-1.0,strongsubj,1,adj,n,,negative,
slaves,-1.0,strongsubj,1,noun,n,,negative,
sleazy,-1.0,strongsubj,1,adj,n,,negative,
sleek,1.0,weaksubj,1,adj,n,,positive,
sleepy,0.0,weaksubj,1,adj,n,,neutral,
slender,1.0,weaksubj,1,adj,n,,positive,
slight,-1.0,weaksubj,1,adj,n,,negative,
slight,-1.0,weaksubj,1,noun,n,,negative,
slight,-1.0,weaksubj,1,verb,y,,negative,
slightly,-1.0,weaksubj,1,adverb,n,,negative,
slim,1.0,weaksubj,1,adj,n,,positive,
slim,1.0,weaksubj,1,noun,n,,positive,
slime,-1.0,strongsubj,1,noun,n,,negative,
sloppy,-1.0,strongsubj,1,adj,n,,negative,
sloppily,-1.0,strongsubj,1,adverb,n,,negative,
sloth,-1.0,strongsubj,1,noun,n,,negative,
slothful,-1.0,strongsubj,1,adj,n,,negative,
slow,-1.0,weaksubj,1,adj,n,,negative,
slowly,-1.0,weaksubj,1,adverb,n,,negative,
slow-moving,-1.0,weaksubj,1,adj,n,,negative,
slug,-1.0,weaksubj,1,noun,n,,negative,
sluggish,-1.0,weaksubj,1,adj,n,,negative,
slump,-1.0,weaksubj,1,adj,n,,negative,
slump,-1.0,weaksubj,1,noun,n,,negative,
slur,-1.0,strongsubj,1,noun,n,,negative,
sly,-1.0,strongsubj,1,adj,n,,negative,
smack,-1.0,strongsubj,1,adj,n,,negative,
smack,-1.0,strongsubj,1,noun,n,,negative,
smart,1.0,strongsubj,1,adj,n,,positive,
smart,1.0,strongsubj,1,verb,y,,positive,
smarter,1.0,strongsubj,1,adj,n,,positive,
smartest,1.0,strongsubj,1,anypos,n,,positive,
smartly,1.0,strongsubj,1,anypos,n,,positive,
smash,-1.0,weaksubj,1,noun,n,,negative,
smash,-1.0,weaksubj,1,verb,y,,negative,
smear,-1.0,weaksubj,1,verb,y,,negative,
smelling,-1.0,weaksubj,1,anypos,y,,negative,
smile,1.0,strongsubj,1,noun,n,,positive,
smile,1.0,strongsubj,1,verb,y,,positive,
smiling,1.0,strongsubj,1,adj,n,,positive,
smilingly,1.0,strongsubj,1,adverb,n,,positive,
smitten,1.0,strongsubj,1,verb,y,,positive,
smokescreen,-1.0,strongsubj,1,adj,n,,negative,
smokescreen,-1.0,strongsubj,1,noun,n,,negative,
smolder,-1.0,strongsubj,1,verb,y,,negative,
smoldering,-1.0,strongsubj,1,adj,n,,negative,
smooth,1.0,weaksubj,1,adj,n,,positive,
smother,-1.0,strongsubj,1,verb,y,,negative,
smoulder,-1.0,strongsubj,1,verb,y,,negative,
smouldering,-1.0,strongsubj,1,anypos,n,,negative,
smug,-1.0,strongsubj,1,adj,n,,negative,
smugly,-1.0,strongsubj,1,adverb,n,,negative,
smut,-1.0,strongsubj,1,noun,n,,negative,
smuttier,-1.0,strongsubj,1,adj,n,,negative,
smuttiest,-1.0,strongsubj,1,adj,n,,negative,
smutty,-1.0,strongsubj,1,adj,n,,negative,
snare,-1.0,weaksubj,1,noun,n,,negative,
snarl,-1.0,weaksubj,1,noun,n,,negative,
snarl,-1.0,weaksubj,1,verb,y,,negative,
snatch,-1.0,weaksubj,1,verb,y,,negative,
sneak,-1.0,weaksubj,1,noun,n,,negative,
sneak,-1.0,weaksubj,1,verb,y,,negative,
sneakily,-1.0,weaksubj,1,adverb,n,,negative,
sneaky,-1.0,weaksubj,1,adj,n,,negative,
sneer,-1.0,strongsubj,1,noun,n,,negative,
sneer,-1.0,strongsubj,1,verb,y,,negative,
sneering,-1.0,strongsubj,1,anypos,n,,negative,
sneeringly,-1.0,strongsubj,1,anypos,n,,negative,
snub,-1.0,strongsubj,1,verb,y,,negative,
so,0.0,weaksubj,1,anypos,y,,neutral,
so-cal,-1.0,strongsubj,1,adj,n,,negative,
so-called,-1.0,strongsubj,1,anypos,n,,negative,
sob,-1.0,strongsubj,1,verb,y,,negative,
sober,-1.0,strongsubj,1,adj,n,,negative,
sober,-1.0,weaksubj,1,verb,y,,negative,
sobering,-1.0,strongsubj,1,adj,n,,negative,
sociable,1.0,strongsubj,1,adj,n,,positive,
soft-spoken,1.0,weaksubj,1,adj,n,,positive,
soften,1.0,strongsubj,1,adj,n,,positive,
soften,1.0,strongsubj,1,noun,n,,positive,
soften,1.0,strongsubj,1,verb,y,,positive,
solace,1.0,strongsubj,1,verb,y,,positive,
solemn,-1.0,weaksubj,1,adj,n,,negative,
solemn,-1.0,weaksubj,1,noun,n,,negative,
solicitous,1.0,strongsubj,1,anypos,n,,positive,
solicitously,1.0,strongsubj,1,anypos,n,,positive,
solicitude,1.0,strongsubj,1,noun,n,,positive,
solid,1.0,weaksubj,1,adj,n,,positive,
solid,1.0,weaksubj,1,noun,n,,positive,
solidarity,1.0,strongsubj,1,adj,n,,positive,
solidarity,1.0,strongsubj,1,noun,n,,positive,
soliloquize,0.0,strongsubj,1,verb,y,,neutral,
somber,-1.0,strongsubj,1,adj,n,,negative,
soothe,1.0,strongsubj,1,verb,y,,positive,
soothingly,1.0,strongsubj,1,anypos,n,,positive,
sophisticated,1.0,strongsubj,1,adj,n,,positive,
sore,-1.0,strongsubj,1,adj,n,,negative,
sore,-1.0,strongsubj,1,noun,n,,negative,
sorely,-1.0,strongsubj,1,anypos,n,,negative,
soreness,-1.0,weaksubj,1,noun,n,,negative,
sorrow,-1.0,strongsubj,1,noun,n,,negative,
sorrow,-1.0,weaksubj,1,verb,y,,negative,
sorrowful,-1.0,strongsubj,1,anypos,n,,negative,
sorrowfully,-1.0,strongsubj,1,anypos,n,,negative,
sorry,-1.0,strongsubj,1,adj,n,,negative,
sound,1.0,weaksubj,1,adj,n,,positive,
sounding,-1.0,weaksubj,1,anypos,n,,negative,
soundness,1.0,weaksubj,1,noun,n,,positive,
sour,-1.0,weaksubj,1,adj,n,,negative,
sourly,-1.0,weaksubj,1,adj,n,,negative,
sovereignty,0.0,weaksubj,1,adj,n,,neutral,
sovereignty,0.0,weaksubj,1,noun,n,,neutral,
spacious,1.0,weaksubj,1,adj,n,,positive,
spade,-1.0,strongsubj,1,adj,n,,negative,
spade,-1.0,strongsubj,1,noun,n,,negative,
spank,-1.0,strongsubj,1,verb,y,,negative,
spare,1.0,weaksubj,1,verb,y,,positive,
sparing,1.0,weaksubj,1,adj,n,,positive,
sparingly,1.0,weaksubj,1,adverb,n,,positive,
sparkle,1.0,strongsubj,1,anypos,y,,positive,
sparkling,1.0,weaksubj,1,adj,n,,positive,
specific,0.0,weaksubj,1,adj,n,,neutral,
specifically,0.0,weaksubj,1,anypos,n,,neutral,
special,1.0,weaksubj,1,adj,n,,positive,
spectacular,1.0,strongsubj,1,adj,n,,positive,
spectacularly,1.0,strongsubj,1,anypos,n,,positive,
speculate,0.0,weaksubj,1,verb,y,,neutral,
speculation,0.0,weaksubj,1,adj,n,,neutral,
speculation,0.0,weaksubj,1,noun,n,,neutral,
speedy,1.0,weaksubj,1,adj,n,,positive,
spellbind,1.0,strongsubj,1,verb,y,,positive,
spellbinding,1.0,strongsubj,1,anypos,n,,positive,
spellbindingly,1.0,strongsubj,1,anypos,n,,positive,
spellbound,1.0,strongsubj,1,verb,y,,positive,
spilling,-1.0,strongsubj,1,adj,n,,negative,
spilling,-1.0,strongsubj,1,noun,n,,negative,
spinster,-1.0,weaksubj,1,noun,n,,negative,
spirit,1.0,weaksubj,1,adj,n,,positive,
spirit,1.0,weaksubj,1,noun,n,,positive,
spirited,1.0,weaksubj,1,adj,n,,positive,
spiritless,-1.0,strongsubj,1,adj,n,,negative,
spiritual,1.0,strongsubj,1,adj,n,,positive,
spiritual,1.0,strongsubj,1,noun,n,,positive,
spite,-1.0,strongsubj,1,noun,n,,negative,
spiteful,-1.0,strongsubj,1,adj,n,,negative,
spitefully,-1.0,strongsubj,1,anypos,n,,negative,
spitefulness,-1.0,strongsubj,1,noun,n,,negative,
splayed-finger,0.0,strongsubj,1,adj,n,,neutral,
splayed-finger,0.0,strongsubj,1,noun,n,,neutral,
splendid,1.0,strongsubj,1,adj,n,,positive,
splendidly,1.0,strongsubj,1,anypos,n,,positive,
splendor,1.0,strongsubj,1,noun,n,,positive,
split,-1.0,weaksubj,1,noun,n,,negative,
split,-1.0,weaksubj,1,verb,y,,negative,
splitting,-1.0,weaksubj,1,adj,n,,negative,
spoil,-1.0,strongsubj,1,verb,y,,negative,
spook,-1.0,strongsubj,1,verb,y,,negative,
spookier,-1.0,strongsubj,1,adj,n,,negative,
spookiest,-1.0,strongsubj,1,adj,n,,negative,
spookily,-1.0,strongsubj,1,anypos,n,,negative,
spooky,-1.0,strongsubj,1,adj,n,,negative,
spooky,-1.0,strongsubj,1,anypos,n,,negative,
spoon-fed,-1.0,strongsubj,1,anypos,n,,negative,
spoon-feed,-1.0,strongsubj,1,verb,y,,negative,
spoonfed,-1.0,strongsubj,1,anypos,n,,negative,
sporadic,-1.0,weaksubj,1,adj,n,,negative,
spot,-1.0,weaksubj,1,adj,n,,negative,
spotless,1.0,strongsubj,1,adj,n,,positive,
spotty,-1.0,weaksubj,1,adj,n,,negative,
sprightly,1.0,strongsubj,1,adj,n,,positive,
spur,1.0,strongsubj,1,verb,y,,positive,
spurious,-1.0,strongsubj,1,adj,n,,negative,
spurn,-1.0,strongsubj,1,verb,y,,negative,
sputter,-1.0,strongsubj,1,verb,y,,negative,
squabble,-1.0,strongsubj,1,verb,y,,negative,
squabbling,-1.0,strongsubj,1,anypos,n,,negative,
squander,-1.0,strongsubj,1,verb,y,,negative,
squarely,1.0,strongsubj,1,adj,n,,positive,
squash,-1.0,strongsubj,1,verb,y,,negative,
squirm,-1.0,strongsubj,1,verb,y,,negative,
stab,-1.0,weaksubj,1,verb,y,,negative,
stability,1.0,weaksubj,1,adj,n,,positive,
stability,1.0,weaksubj,1,noun,n,,positive,
stabilize,1.0,weaksubj,1,verb,y,,positive,
stable,1.0,weaksubj,1,adj,n,,positive,
stable,1.0,weaksubj,1,noun,n,,positive,
stagger,-1.0,weaksubj,1,verb,y,,negative,
staggering,-1.0,strongsubj,1,adj,n,,negative,
staggeringly,-1.0,strongsubj,1,anypos,n,,negative,
stagnant,-1.0,weaksubj,1,adj,n,,negative,
stagnate,-1.0,strongsubj,1,verb,y,,negative,
stagnation,-1.0,strongsubj,1,noun,n,,negative,
staid,-1.0,strongsubj,1,adj,n,,negative,
stain,-1.0,weaksubj,1,verb,y,,negative,
stainless,1.0,weaksubj,1,adj,n,,positive,
stake,-1.0,weaksubj,1,adj,n,,negative,
stake,-1.0,weaksubj,1,noun,n,,negative,
stale,-1.0,strongsubj,1,adj,n,,negative,
stalemate,-1.0,strongsubj,1,noun,n,,negative,
stammer,-1.0,strongsubj,1,verb,y,,negative,
stampede,-1.0,weaksubj,1,adj,n,,negative,
stampede,-1.0,weaksubj,1,noun,n,,negative,
stance,0.0,weaksubj,1,adj,n,,neutral,
stance,0.0,weaksubj,1,noun,n,,neutral,
stances,0.0,weaksubj,1,adj,n,,neutral,
stances,0.0,weaksubj,1,noun,n,,neutral,
stand,1.0,weaksubj,1,verb,y,,positive,
stands,0.0,weaksubj,1,adj,n,,neutral,
stands,0.0,weaksubj,1,noun,n,,neutral,
standstill,-1.0,strongsubj,1,noun,n,,negative,
star,1.0,strongsubj,1,adj,n,,positive,
star,1.0,strongsubj,1,noun,n,,positive,
stark,-1.0,strongsubj,1,adj,n,,negative,
starkly,-1.0,strongsubj,1,anypos,n,,negative,
stars,1.0,strongsubj,1,adj,n,,positive,
stars,1.0,strongsubj,1,noun,n,,positive,
startle,-1.0,strongsubj,1,verb,y,,negative,
startling,-1.0,strongsubj,1,anypos,n,,negative,
startlingly,-1.0,strongsubj,1,anypos,n,,negative,
starvation,-1.0,weaksubj,1,noun,n,,negative,
starve,-1.0,weaksubj,1,verb,y,,negative,
stately,1.0,strongsubj,1,adj,n,,positive,
statements,0.0,weaksubj,1,adj,n,,neutral,
statements,0.0,weaksubj,1,noun,n,,neutral,
static,-1.0,weaksubj,1,adj,n,,negative,
statuesque,1.0,strongsubj,1,adj,n,,positive,
staunch,1.0,strongsubj,1,adj,n,,positive,
staunchly,1.0,strongsubj,1,anypos,n,,positive,
staunchness,1.0,strongsubj,1,noun,n,,positive,
steadfast,1.0,strongsubj,1,adj,n,,positive,
steadfastly,1.0,strongsubj,1,adverb,n,,positive,
steadfastness,1.0,strongsubj,1,noun,n,,positive,
steadiness,1.0,weaksubj,1,noun,n,,positive,
steady,1.0,weaksubj,1,adj,n,,positive,
steal,-1.0,weaksubj,1,verb,y,,negative,
stealing,-1.0,weaksubj,1,noun,n,,negative,
steep,-1.0,weaksubj,1,adj,n,,negative,
steeply,-1.0,weaksubj,1,adverb,n,,negative,
stellar,1.0,strongsubj,1,adj,n,,positive,
stellarly,1.0,strongsubj,1,anypos,n,,positive,
stench,-1.0,strongsubj,1,anypos,n,,negative,
stereotype,-1.0,strongsubj,1,noun,n,,negative,
stereotypical,-1.0,strongsubj,1,anypos,n,,negative,
stereotypically,-1.0,strongsubj,1,anypos,n,,negative,
stern,-1.0,strongsubj,1,adj,n,,negative,
stern,-1.0,strongsubj,1,noun,n,,negative,
stew,-1.0,strongsubj,1,verb,y,,negative,
sticky,-1.0,weaksubj,1,adj,n,,negative,
stiff,-1.0,weaksubj,1,adj,n,,negative,
stifle,-1.0,strongsubj,1,verb,y,,negative,
stifling,-1.0,strongsubj,1,anypos,n,,negative,
stiflingly,-1.0,strongsubj,1,anypos,n,,negative,
stigma,-1.0,strongsubj,1,noun,n,,negative,
stigma,-1.0,strongsubj,1,verb,y,,negative,
stigmatize,-1.0,strongsubj,1,verb,y,,negative,
still,0.0,weaksubj,1,anypos,y,,neutral,
stimulate,1.0,weaksubj,1,verb,y,,positive,
stimulating,1.0,strongsubj,1,anypos,n,,positive,
stimulative,1.0,weaksubj,1,adj,n,,positive,
sting,-1.0,strongsubj,1,adj,n,,negative,
sting,-1.0,weaksubj,1,noun,n,,negative,
sting,-1.0,weaksubj,1,verb,y,,negative,
stinging,-1.0,strongsubj,1,adj,n,,negative,
stingingly,-1.0,strongsubj,1,adj,n,,negative,
stink,-1.0,strongsubj,1,noun,n,,negative,
stink,-1.0,strongsubj,1,verb,y,,negative,
stinking,-1.0,strongsubj,1,anypos,n,,negative,
stir,0.0,strongsubj,1,adj,n,,neutral,
stir,0.0,strongsubj,1,noun,n,,neutral,
stir,0.0,weaksubj,1,verb,y,,neutral,
stirring,1.0,strongsubj,1,adj,n,,positive,
stirringly,1.0,strongsubj,1,anypos,n,,positive,
stodgy,-1.0,strongsubj,1,adj,n,,negative,
stole,-1.0,weaksubj,1,verb,n,,negative,
stolen,-1.0,weaksubj,1,adj,n,,negative,
stolen,-1.0,weaksubj,1,verb,n,,negative,
stood,1.0,weaksubj,1,verb,y,,positive,
stooge,-1.0,strongsubj,1,anypos,n,,negative,
stooges,-1.0,strongsubj,1,adj,n,,negative,
stooges,-1.0,strongsubj,1,noun,n,,negative,
storm,-1.0,weaksubj,1,verb,y,,negative,
stormy,-1.0,weaksubj,1,adj,n,,negative,
straggle,-1.0,weaksubj,1,verb,y,,negative,
straggler,-1.0,weaksubj,1,noun,n,,negative,
straight,1.0,weaksubj,1,adj,n,,positive,
straightforward,1.0,strongsubj,1,adj,n,,positive,
strain,-1.0,weaksubj,1,noun,n,,negative,
strain,-1.0,weaksubj,1,verb,y,,negative,
strained,-1.0,weaksubj,1,adj,n,,negative,
strange,-1.0,strongsubj,1,adj,n,,negative,
strange,-1.0,strongsubj,1,anypos,y,,negative,
strangely,-1.0,strongsubj,1,anypos,y,,negative,
stranger,-1.0,strongsubj,1,anypos,y,,negative,
strangest,-1.0,strongsubj,1,anypos,y,,negative,
strangle,-1.0,weaksubj,1,verb,y,,negative,
streamlined,1.0,weaksubj,1,adj,n,,positive,
strength,0.0,weaksubj,1,adj,n,,neutral,
strength,0.0,weaksubj,1,noun,n,,neutral,
strenuous,-1.0,weaksubj,1,adj,n,,negative,
stress,-1.0,strongsubj,1,noun,n,,negative,
stress,-1.0,strongsubj,1,verb,y,,negative,
stressful,-1.0,strongsubj,1,adj,n,,negative,
stressfully,-1.0,strongsubj,1,adverb,n,,negative,
stricken,-1.0,strongsubj,1,adj,n,,negative,
strict,-1.0,strongsubj,1,adj,n,,negative,
strictly,-1.0,strongsubj,1,adverb,n,,negative,
stride,1.0,strongsubj,1,adj,n,,positive,
stride,1.0,strongsubj,1,noun,n,,positive,
strident,-1.0,strongsubj,1,adj,n,,negative,
stridently,-1.0,strongsubj,1,adverb,n,,negative,
strides,1.0,weaksubj,1,adj,n,,positive,
strides,1.0,weaksubj,1,noun,n,,positive,
strife,-1.0,strongsubj,1,noun,n,,negative,
strike,-1.0,weaksubj,1,verb,y,,negative,
striking,1.0,strongsubj,1,adj,n,,positive,
